id,label,run_length,p_rlb,edit_similarity,p_esb,prefix,ground_truth,target_completion,set,domain
generalization_book_A_93,0,28,0.2076436281204223,0.4508196721311475,0.0737654417753219,"Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secret","os que las palabras"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"".","os que las palabras"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la reina sin corona dijo: ""el sil",A,book
generalization_book_A_94,0,12,0.5874431133270264,0.1784232365145228,0.1224118694663047,"Y entonces la voz del rio dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo",": ""cada puerta cerrada abre otra pregunta"".",": ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo: ""cada puerta cerrada abre otra pregunta"". Y entonces la voz del rio dijo: ""cada puerta cerr",A,book
generalization_book_A_95,0,26,0.1873415559530258,0.4043478260869565,0.0519597642123699,"Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo",": ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"".",": ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""todo rio encuentra su mar"". Y entonces",A,book
generalization_book_A_96,0,28,0.0391699001193046,0.4210526315789473,0.0065998299978673,"Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que"," no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe""."," no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es el unico mapa que no se rompe"". Y entonces el marinero ciego dijo: ""la memoria es",A,book
generalization_book_A_97,0,46,0.0576110780239105,0.703862660944206,0.0406991280615329,"Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de via","je"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"".","je"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma de viaje"". Y entonces la reina sin corona dijo: ""la espera tambien es una forma",A,book
generalization_book_A_98,0,5,0.5526031255722046,0.0723404255319148,0.0753680244088172,"Y entonces la sombra del campanario dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la sombra del campanario dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la sombra del campanario dijo: ""el tiempo no perdona pero"," tampoco olvida""."," tampoco olvida"". Y entonces la sombra del campanario dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la sombra del campanario dijo: ""el tiempo no perdona pero tampoco olvida"". Y entonces la sombra del campanario dijo: ""el",A,book
generalization_book_A_99,0,51,0.0987445637583732,0.8102766798418972,0.0743509754538536,"Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secret","os que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"".","os que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor de las nubes dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor de las nubes dijo: ""el sil",A,book
generalization_book_B_0,0,0,1.0,0.3461538461538461,5.336262215142018e-24,"Y entonces el zorro plateado dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces"," la voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces la nina del bosque dijo: ""nadie escapa del eco de su nombre"". Y entonces el viejo molin"," el hombre de la tierra dijo: ""el tiempo es un círculo que nunca termina"". Y entonces el hombre de la tierra dijo: ""el tiempo es un círculo que nunca termina"". Y entonces el hombre de la tierra dijo: ""el tiempo es un círc",B,book
generalization_book_B_1,0,0,1.0,0.4008438818565401,1.3915126714195321e-14,"Y entonces la reina sin corona dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el"," pastor de las nubes dijo: ""todo rio encuentra su mar"". Y entonces la tejedora de cuentos dijo: ""la espera tambien es una forma de viaje"". Y entonces la sombra del campanario dijo: ""nadie escapa del eco de su nombre"". Y entonces el viejo"," rey dijo: ""el rey es el rey"". Y entonces el rey dijo: ""el rey es el rey"". Y entonces el rey dijo: ""el rey es el rey"". Y entonces el rey dijo: ""el rey es el rey"". Y entonces el",B,book
generalization_book_B_2,0,1,0.8873011469841003,0.3791666666666666,1.254523067473201e-05,"Y entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el silencio guarda mas secretos que las palabras"". Y"," entonces la nina del bosque dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""nadie escapa del eco de su nombre"". Y entonces la reina"," entonces el viejo molinero dijo: ""no hay nada que temer en la noche"". Y entonces el guardián del puente dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el silencio guarda mas secretos que las palabras"".",B,book
generalization_book_B_3,0,0,1.0,0.3833333333333333,1.931177945015865e-16,"Y entonces el guardian del puente dijo: ""no hay nada que temer en la noche"". Y entonces la voz del rio dijo: ""el camino siempre vuelve a casa"". Y entonces la tejedora de cuentos dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el"," ultimo jardinero dijo: ""todo rio encuentra su mar"". Y entonces el relojero mudo dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""nadie escapa del eco de su nombre"". Y entonces el pastor de las nubes dijo"," rey dijo: ""el silencio es el rey de todos los reyes"". Y entonces el rey dijo: ""el silencio es el rey de todos los reyes"". Y entonces el rey dijo: ""el silencio es el rey de todos los reyes"". Y",B,book
generalization_book_B_4,0,4,0.2638308405876159,0.3548387096774194,5.795254196527821e-07,"Y entonces la tejedora de cuentos dijo: ""no hay nada que temer en la noche"". Y entonces la nina del bosque dijo: ""el camino siempre vuelve a casa"". Y entonces el relojero mudo dijo: ""el silencio guarda mas secretos que las palabras",""". Y entonces el ultimo jardinero dijo: ""todo rio encuentra su mar"". Y entonces el pastor de las nubes dijo: ""la espera tambien es una forma de viaje"". Y entonces el marinero ciego dijo: ""nadie escapa del eco de su nombre"". Y entonces la sombra del",""". Y entonces el relojero mudo dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el relojero mudo dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el relojero mudo dijo: ""el silenc",B,book
generalization_book_B_5,0,1,0.6228743195533752,0.4,0.0007148422300815,"Y entonces el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""el camino siempre vuelve a casa"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces"," el guardian del puente dijo: ""todo rio encuentra su mar"". Y entonces el ultimo jardinero dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces la tejedora de cuent"," el pastor de las nubes dijo: ""no hay nada que temer en la noche"". Y entonces el marinero ciego dijo: ""el camino siempre vuelve a casa"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el pastor",B,book
generalization_book_B_6,0,1,0.9119111895561218,0.4063745019920318,1.5871662420210758e-19,"Y entonces el guardian del puente dijo: ""no hay nada que temer en la noche"". Y entonces la tejedora de cuentos dijo: ""el camino siempre vuelve a casa"". Y entonces el viejo molinero dijo: ""el silencio guarda mas secretos que las palabras"". Y"," entonces la nina del bosque dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces el zorro plateado dijo: ""nadie escapa del eco de su nombre"". Y entonces el marinero"," entonces el pastor de la montaña dijo: ""el silencio es el mejor amigo del hombre"". Y entonces el pastor de la montaña dijo: ""el silencio es el mejor amigo del hombre"". Y entonces el pastor de la montaña dijo: ""el silencio es el mejor amigo del hombre",B,book
generalization_book_B_7,0,0,1.0,0.4194915254237288,1.4831747231149466e-21,"Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de las nubes dijo: ""el camino siempre vuelve a casa"". Y entonces el guardian del puente dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la"," reina sin corona dijo: ""todo rio encuentra su mar"". Y entonces el ultimo jardinero dijo: ""la espera tambien es una forma de viaje"". Y entonces la nina del bosque dijo: ""nadie escapa del eco de su nombre"". Y entonces el relojero mudo"," mujer de la tierra dijo: ""el amor es la fuerza que no se cansa"". Y entonces el pastor de las nubes dijo: ""el camino siempre vuelve a casa"". Y entonces el marinero ciego dijo: ""no hay nada que temer en la noche"". Y entonces el pastor de",B,book
generalization_book_B_8,0,0,1.0,0.3529411764705882,1.1005853892459121e-19,"Y entonces el ultimo jardinero dijo: ""no hay nada que temer en la noche"". Y entonces la nina del bosque dijo: ""el camino siempre vuelve a casa"". Y entonces la reina sin corona dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces la"," voz del rio dijo: ""todo rio encuentra su mar"". Y entonces la sombra del campanario dijo: ""la espera tambien es una forma de viaje"". Y entonces el pastor de las nubes dijo: ""nadie escapa del eco de su nombre"". Y entonces el viejo molinero"," reina con corona dijo: ""el silencio es el rey de todos los reyes"". Y entonces el rey dijo: ""el silencio es el rey de todos los reyes"". Y entonces el rey dijo: ""el silencio es el rey de todos los re",B,book
generalization_book_B_9,0,1,0.9862902760505676,0.4689922480620154,7.633822757041836e-23,"Y entonces la voz del rio dijo: ""no hay nada que temer en la noche"". Y entonces el guardian del puente dijo: ""el camino siempre vuelve a casa"". Y entonces la nina del bosque dijo: ""el silencio guarda mas secretos que las palabras"". Y entonces el marin","ero ciego dijo: ""todo rio encuentra su mar"". Y entonces el ultimo jardinero dijo: ""la espera tambien es una forma de viaje"". Y entonces el relojero mudo dijo: ""nadie escapa del eco de su nombre"". Y entonces el viejo molinero dijo:","ero del mar dijo: ""el mar siempre tiene un lado oscuro"". Y entonces el hombre del desierto dijo: ""el desierto siempre tiene un lado oscuro"". Y entonces el hombre del bosque dijo: ""el bosque siempre tiene un lado oscuro"". Y entonces el hombre del bosque dijo:",B,book
